LID,Year,Localidad,BufferRadius,LC,PLAND,PLAND_Rescaled,LPI,TE,ED,AREA_AM,SHAPE_AM,CAI_AM,ENN_MN,ENN_AM,MESH
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_1994.tif,1994,Doña_Ana,500,33,5.0673,12.368861702491204,2.0175,12974.6879,11.2999,15.7256,2.0526,21.2963,112.1078,105.9909,0.7969
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_1994.tif,1994,Doña_Ana,500,12,15.452,37.71705859666766,10.6037,17709.1006,15.4232,93.1302,2.7966,56.0729,126.5077,71.4588,14.3905
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_1994.tif,1994,Doña_Ana,500,21,0.5396,1.3171191314238848,0.3597,2756.7466,2.4009,3.0957,1.7314,1.4493,273.7274,258.256,0.0167
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_1995.tif,1995,Doña_Ana,500,6,10.9634,26.760755903359197,4.512,17709.1006,15.4232,37.1183,2.4695,37.9458,167.1205,166.9175,4.0694
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_1995.tif,1995,Doña_Ana,500,11,8.68,21.18716467894611,3.4173,23971.7098,20.8775,25.6423,2.7559,27.2072,98.9864,85.7508,2.2258
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_1995.tif,1995,Doña_Ana,500,3,0.2659,0.6490399871119552,0.0704,3206.2162,2.7924,0.3327,1.2059,0.0,195.6352,228.0591,0.0009
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_1995.tif,1995,Doña_Ana,500,33,5.0673,12.368861702491204,2.0175,12974.6879,11.2999,15.7256,2.0526,21.2963,112.1078,105.9909,0.7969
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_1995.tif,1995,Doña_Ana,500,12,15.452,37.71705859666766,10.6037,17709.1006,15.4232,93.1302,2.7966,56.0729,126.5077,71.4588,14.3905
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_1995.tif,1995,Doña_Ana,500,21,0.5396,1.3171191314238848,0.3597,2756.7466,2.4009,3.0957,1.7314,1.4493,273.7274,258.256,0.0167
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_1996.tif,1996,Doña_Ana,500,6,11.2997,27.58163648878887,4.5433,16720.2676,14.5621,38.5037,2.3081,40.692,167.1205,168.179,4.3508
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_1996.tif,1996,Doña_Ana,500,11,8.8286,21.549885032781525,3.5815,24331.2854,21.1907,26.598,2.7462,28.2551,117.6876,87.4693,2.3482
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_1996.tif,1996,Doña_Ana,500,3,0.3988,0.9734379347884456,0.0626,4674.4834,4.0711,0.2729,1.152,0.0,182.5756,197.6076,0.0011
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_1996.tif,1996,Doña_Ana,500,33,4.3322,10.574543182273082,1.8455,9918.2949,8.6381,16.0954,2.0857,21.1191,159.3243,182.5031,0.6973
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_1996.tif,1996,Doña_Ana,500,12,15.538,37.92697750938533,10.7053,18008.747,15.6842,94.0764,2.8224,55.6618,99.0131,65.6871,14.6176
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_1996.tif,1996,Doña_Ana,500,23,0.0626,0.152801441117745,0.0626,359.5756,0.3132,0.7183,1.0,0.0,,,0.0004
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_1996.tif,1996,Doña_Ana,500,21,0.5083,1.2407184108650124,0.3206,2517.0295,2.1921,2.7282,1.6398,1.5385,281.108,277.4213,0.0139
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_1997.tif,1997,Doña_Ana,500,6,11.2606,27.486263702734565,4.4651,16870.0908,14.6925,37.9844,2.3627,40.1389,165.8677,166.388,4.2773
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_1997.tif,1997,Doña_Ana,500,11,8.899,21.721778652170833,3.4955,24451.144,21.295,30.3551,3.1675,26.8893,211.9503,92.3289,2.7013
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_1997.tif,1997,Doña_Ana,500,12,15.6709,38.25146882574491,10.5802,19147.4032,16.6759,91.655,2.787,53.8423,115.9448,60.9229,14.3632
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_1997.tif,1997,Doña_Ana,500,3,0.2424,0.5916798679948545,0.0235,3386.004,2.9489,0.1419,1.0645,0.0,160.0306,162.2393,0.0003
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_1997.tif,1997,Doña_Ana,500,33,4.3713,10.670009104644834,1.908,9828.401,8.5598,16.5809,2.0901,22.3614,147.7844,196.9446,0.7248
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_1997.tif,1997,Doña_Ana,500,21,0.5239,1.2787998467100012,0.2893,3026.4284,2.6358,2.3439,1.5982,0.0,372.2123,329.1927,0.0123
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_1998.tif,1998,Doña_Ana,500,6,11.1589,27.23802177791989,4.426,16930.02,14.7447,37.8606,2.369,40.4345,165.8677,166.595,4.2248
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_1998.tif,1998,Doña_Ana,500,11,8.5393,20.84377845201511,3.3469,24241.3915,21.1124,26.6116,2.9447,26.7399,195.8614,105.2198,2.2724
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_1998.tif,1998,Doña_Ana,500,33,4.5511,11.108887158545306,1.9393,10098.0827,8.7946,16.9755,2.0964,24.055,129.3707,186.1229,0.7726
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_1998.tif,1998,Doña_Ana,500,12,15.9525,38.93883289681484,10.9712,19417.0849,16.9108,96.065,3.0604,53.4314,113.0476,94.564,15.3247
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_1998.tif,1998,Doña_Ana,500,3,0.2424,0.5916798679948545,0.0313,3236.1808,2.8185,0.1651,1.0753,0.0,224.2186,217.1983,0.0004
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_1998.tif,1998,Doña_Ana,500,21,0.5239,1.2787998467100012,0.2893,3026.4284,2.6358,2.3439,1.5982,0.0,372.2123,329.1927,0.0123
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_1999.tif,1999,Doña_Ana,500,6,11.2918,27.56248779535247,4.5277,17439.4189,15.1884,38.7226,2.4181,40.1662,167.1205,168.6124,4.3725
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_1999.tif,1999,Doña_Ana,500,11,8.9146,21.75991017379418,3.5502,24421.1793,21.2689,30.3105,3.119,27.9825,198.4897,121.4392,2.7021
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_1999.tif,1999,Doña_Ana,500,33,4.5355,11.070835774262838,1.9471,9978.2242,8.6903,16.9789,2.0703,23.9655,129.3707,186.6563,0.7701
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_1999.tif,1999,Doña_Ana,500,12,15.5458,37.946201913688725,10.6272,17948.8177,15.632,92.7733,2.7308,53.6217,95.6427,60.4492,14.4224
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_1999.tif,1999,Doña_Ana,500,3,0.1486,0.362722124585042,0.0313,1917.7368,1.6702,0.1749,1.0526,0.0,272.2909,220.6773,0.0003
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_1999.tif,1999,Doña_Ana,500,21,0.5317,1.2978422183167349,0.2893,3026.4284,2.6358,2.2447,1.4982,0.0,306.393,291.8616,0.0119
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2000.tif,2000,Doña_Ana,500,6,11.2293,27.40992970123023,3.7535,17349.525,15.1101,30.8533,2.0728,40.0418,136.9092,138.6373,3.4646
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2000.tif,2000,Doña_Ana,500,11,8.7269,21.301747705526264,3.4955,22982.8767,20.0163,30.4526,3.1495,28.405,254.0538,131.3688,2.6576
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2000.tif,2000,Doña_Ana,500,12,15.4754,37.77436047646944,10.4004,20375.9533,17.7459,90.1802,3.0831,49.3684,101.9131,65.4075,13.9558
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2000.tif,2000,Doña_Ana,500,33,4.512,11.013473930872875,1.9237,10307.8352,8.9773,16.5681,2.0751,22.7036,131.9273,186.095,0.7476
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2000.tif,2000,Doña_Ana,500,3,0.1173,0.2863210310486233,0.0313,1588.1258,1.3831,0.1616,1.0667,0.0,340.5177,285.8147,0.0002
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2000.tif,2000,Doña_Ana,500,21,0.9071,2.214167154852568,0.3675,4524.6602,3.9406,3.172,1.7616,0.0,296.9133,488.7277,0.0288
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2001.tif,2001,Doña_Ana,500,6,11.1354,27.180593728794527,3.7457,17049.8786,14.8491,30.6816,2.0515,39.9579,135.8652,137.0018,3.4165
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2001.tif,2001,Doña_Ana,500,11,8.7973,21.47348431222265,3.5111,23612.1341,20.5643,30.6728,3.1256,24.5333,172.0888,127.9874,2.6984
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2001.tif,2001,Doña_Ana,500,12,15.0532,36.74362066187921,9.939,24600.9672,21.4255,85.661,3.554,43.7922,136.2201,67.7367,12.8947
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2001.tif,2001,Doña_Ana,500,33,4.4417,10.841823658349647,1.8846,10307.8352,8.9773,16.2763,2.0906,21.4789,131.9273,185.926,0.7229
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2001.tif,2001,Doña_Ana,500,3,0.1799,0.43912107439428627,0.0313,2247.3478,1.9573,0.1835,1.0435,0.0,224.0233,206.7804,0.0003
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2001.tif,2001,Doña_Ana,500,21,1.3607,3.321356564359674,0.4614,7700.9118,6.7069,3.3005,2.0081,0.5747,133.8526,115.7268,0.0449
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2002.tif,2002,Doña_Ana,500,6,11.1354,27.18072642062097,3.7379,17049.8786,14.8491,30.5572,2.0329,39.9579,131.4126,134.9551,3.4027
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2002.tif,2002,Doña_Ana,500,11,8.852,21.607107986721342,3.5737,23672.0634,20.6165,30.3755,3.1259,28.0035,244.3378,123.0238,2.6888
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2002.tif,2002,Doña_Ana,500,12,14.8811,36.323716071079865,9.9781,25080.4014,21.8431,87.0204,3.6856,43.3526,85.2631,80.3524,12.9496
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2002.tif,2002,Doña_Ana,500,33,4.4495,10.860915836750634,1.8846,10307.8352,8.9773,16.3027,2.0905,21.7926,131.9273,185.8677,0.7254
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2002.tif,2002,Doña_Ana,500,3,0.1642,0.4008006248779535,0.0235,2187.4185,1.9051,0.1582,1.0317,0.0,218.3489,206.5581,0.0003
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2002.tif,2002,Doña_Ana,500,21,1.4858,3.6267330599492285,0.4614,8479.9923,7.3854,3.2343,1.983,0.5263,106.2359,111.9074,0.0481
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2003.tif,2003,Doña_Ana,500,6,11.2293,27.409862795687378,3.7301,17469.3835,15.2145,30.6119,2.0465,39.8329,136.5863,136.5665,3.4375
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2003.tif,2003,Doña_Ana,500,11,8.7817,21.43545832000996,3.5267,22892.9828,19.938,30.7496,3.1305,27.6937,263.3152,153.7679,2.7003
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2003.tif,2003,Doña_Ana,500,12,14.67,35.808348446718306,9.8373,25649.7295,22.3389,85.7055,3.6867,41.4712,78.8554,60.5052,12.573
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2003.tif,2003,Doña_Ana,500,33,4.4651,10.89896773343162,1.8846,10337.7998,9.0034,16.2544,2.0906,21.8914,124.4361,184.9543,0.7258
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2003.tif,2003,Doña_Ana,500,3,0.0938,0.22895862878678777,0.0156,1318.444,1.1483,0.1347,1.0556,0.0,235.131,250.8542,0.0001
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2003.tif,2003,Doña_Ana,500,21,1.7282,4.218404075365955,0.4536,9888.3303,8.612,3.3457,2.0155,0.0,97.0612,107.8593,0.0578
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2004.tif,2004,Doña_Ana,500,6,11.1354,27.18066007454581,3.7301,17289.5957,15.0579,30.5876,2.0477,39.7472,136.9092,138.7877,3.4061
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2004.tif,2004,Doña_Ana,500,11,8.8364,21.568976838076452,3.4564,24271.3561,21.1385,30.026,3.2154,28.1416,232.3432,110.9998,2.6532
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2004.tif,2004,Doña_Ana,500,12,14.0053,34.18586656447333,9.5637,27657.3602,24.0874,83.9794,4.1566,38.3585,99.9837,65.653,11.7616
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2004.tif,2004,Doña_Ana,500,33,4.5277,11.051769547526003,1.8846,10337.7998,9.0034,16.3502,2.07,22.9706,124.4361,183.7495,0.7403
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2004.tif,2004,Doña_Ana,500,3,0.1486,0.36272123920806676,0.0391,1737.949,1.5136,0.2221,1.0526,0.0,229.434,280.4555,0.0003
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2004.tif,2004,Doña_Ana,500,21,2.3147,5.650005736170338,0.4457,12195.6073,10.6214,3.5903,2.1456,0.3378,123.4952,106.0612,0.0831
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2005.tif,2005,Doña_Ana,500,6,11.0963,27.085219963825512,3.9256,17529.3128,15.2667,33.9664,2.2201,39.3939,138.9224,141.575,3.769
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2005.tif,2005,Doña_Ana,500,11,8.5002,20.74833834129481,3.3938,23012.8414,20.0424,26.8055,2.8506,27.5989,175.6809,110.626,2.2785
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2005.tif,2005,Doña_Ana,500,12,11.8705,28.974982974558255,6.7094,31223.152,27.1929,54.277,3.8982,33.3333,98.6621,62.9229,6.443
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2005.tif,2005,Doña_Ana,500,33,4.5355,11.070808751199102,1.8924,10307.8352,8.9773,16.3857,2.0626,22.931,151.0001,222.9918,0.7432
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2005.tif,2005,Doña_Ana,500,3,0.3597,0.878000200155731,0.086,3565.7918,3.1055,0.4411,1.2302,0.0,202.6682,195.4841,0.0016
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2005.tif,2005,Doña_Ana,500,21,4.6059,11.242649768966587,2.9012,14502.8844,12.6309,24.0941,3.1097,15.6197,179.6471,439.0133,1.1097
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2006.tif,2006,Doña_Ana,500,6,10.9869,26.81811746671809,3.7613,17589.242,15.3189,27.2792,1.9468,39.2883,122.8106,137.5149,2.9971
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2006.tif,2006,Doña_Ana,500,11,8.7504,21.35900527726383,3.4955,23941.7451,20.8514,29.9782,3.1179,26.0947,229.2368,148.0301,2.6232
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2006.tif,2006,Doña_Ana,500,12,11.5421,28.17331491254192,6.5452,26728.4564,23.2784,54.9882,3.7783,36.9241,97.9549,61.029,6.3468
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2006.tif,2006,Doña_Ana,500,33,4.5277,11.051742571067317,1.9002,10277.8706,8.9512,16.4656,2.0634,22.9706,160.9507,225.532,0.7455
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2006.tif,2006,Doña_Ana,500,3,0.391,0.9543987775884711,0.086,3865.4382,3.3665,0.4382,1.2168,0.0,158.0115,164.7465,0.0017
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2006.tif,2006,Doña_Ana,500,21,4.7701,11.643420994820373,3.3703,12105.7134,10.5431,29.7204,2.6755,31.4754,139.154,473.0199,1.4177
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2007.tif,2007,Doña_Ana,500,6,11.112,27.1234762571946,3.9177,17559.2774,15.2928,33.8296,2.2196,39.3385,134.4698,139.3903,3.7591
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2007.tif,2007,Doña_Ana,500,11,8.6331,21.07268564398729,3.4798,22413.5486,19.5205,26.0636,2.7007,27.7174,200.3344,110.0454,2.2501
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2007.tif,2007,Doña_Ana,500,12,10.6741,26.054598444647308,5.0282,27687.3248,24.1135,41.1073,3.4321,33.1136,112.7952,61.9571,4.3878
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2007.tif,2007,Doña_Ana,500,33,4.5199,11.03270341386734,1.9237,10277.8706,8.9512,16.585,2.0839,22.8374,164.7457,229.601,0.7496
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2007.tif,2007,Doña_Ana,500,3,0.3597,0.8779980570295985,0.086,3625.7211,3.1577,0.4411,1.2247,0.0,181.0544,167.2777,0.0016
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2007.tif,2007,Doña_Ana,500,21,5.6694,13.838538183273858,3.6519,12405.3598,10.8041,32.2207,2.6262,36.5517,203.9735,404.0428,1.8267
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2008.tif,2008,Doña_Ana,500,6,11.0885,27.06618076015241,3.9256,17709.1006,15.4232,33.8426,2.2347,39.2102,135.0928,138.7164,3.7526
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2008.tif,2008,Doña_Ana,500,11,8.6722,21.168177191522187,3.5111,22713.195,19.7814,29.5807,3.0058,28.404,236.3623,112.2726,2.5653
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2008.tif,2008,Doña_Ana,500,12,10.6741,26.054662041930182,4.9969,26159.1283,22.7826,40.994,3.324,35.2381,89.9614,64.7815,4.3757
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2008.tif,2008,Doña_Ana,500,33,4.5824,11.185288065592497,1.9706,10367.7645,9.0295,16.8556,2.0968,23.2082,155.9473,228.4087,0.7724
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2008.tif,2008,Doña_Ana,500,3,0.3675,0.8970394038288327,0.1017,3745.5797,3.2621,0.4795,1.1782,0.0,156.9348,155.5197,0.0018
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2008.tif,2008,Doña_Ana,500,21,5.5834,13.62865253697389,3.777,10577.5169,9.2122,33.9924,2.4329,39.4958,230.3995,396.7225,1.8979
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2009.tif,2009,Doña_Ana,500,6,10.9399,26.7035247022066,3.7535,17349.525,15.1101,27.1096,1.8869,39.9571,119.4048,139.7568,2.9658
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2009.tif,2009,Doña_Ana,500,11,8.4532,20.63366529974614,3.5033,22982.8767,20.0163,29.3407,3.1083,28.8622,189.5467,110.0209,2.4802
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2009.tif,2009,Doña_Ana,500,12,10.9634,26.760886545596563,4.5042,29215.5213,25.4444,35.8846,2.8358,33.0956,80.779,62.1577,3.9342
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2009.tif,2009,Doña_Ana,500,33,4.5902,11.204354618238625,1.9706,10367.7645,9.0295,16.8953,2.0851,23.5094,152.1523,224.9678,0.7755
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2009.tif,2009,Doña_Ana,500,3,0.4536,1.1072056239015815,0.086,5064.0237,4.4104,0.4273,1.2989,0.0,146.635,165.6434,0.0019
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2009.tif,2009,Doña_Ana,500,21,5.5677,13.590363210310485,3.8083,11266.7036,9.8124,34.4289,2.6045,34.8315,230.2155,404.5942,1.9169
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2010.tif,2010,Doña_Ana,500,6,11.0416,26.95163565887688,3.7692,17499.3481,15.2406,30.554,2.1,39.3768,134.7481,138.5944,3.3736
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2010.tif,2010,Doña_Ana,500,11,8.7348,21.32092696286388,3.3782,21934.1144,19.1029,29.6647,2.8996,29.0958,184.1365,129.8401,2.5911
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2010.tif,2010,Doña_Ana,500,12,10.549,25.74923965417079,4.5277,26788.3857,23.3306,36.7254,2.8989,32.0979,109.0732,65.8889,3.8741
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2010.tif,2010,Doña_Ana,500,33,4.5824,11.185260763226111,1.9628,10247.9059,8.9251,16.8688,2.0721,23.5495,156.433,225.3118,0.773
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2010.tif,2010,Doña_Ana,500,3,0.2972,0.7254407076708276,0.0313,3895.4028,3.3926,0.1985,1.1667,0.0,155.5791,169.263,0.0006
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2010.tif,2010,Doña_Ana,500,21,5.7632,14.0674962531915,3.8161,12105.7134,10.5431,33.728,2.5573,33.7856,140.3706,390.1792,1.9438
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2011.tif,2011,Doña_Ana,500,6,11.1589,27.237955292153426,4.5277,16900.0554,14.7186,38.5869,2.3757,39.8739,173.4474,176.5957,4.3059
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2011.tif,2011,Doña_Ana,500,11,8.7348,21.320926962863883,3.3703,23522.2402,20.486,25.2526,2.6309,28.2005,205.7565,113.7623,2.2058
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2011.tif,2011,Doña_Ana,500,12,10.9869,26.818117466718093,4.8718,26308.9515,22.913,38.7359,2.9089,33.3808,100.7161,65.2572,4.2559
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2011.tif,2011,Doña_Ana,500,33,4.6059,11.24262232658501,1.9706,10217.9413,8.899,16.9153,2.0691,23.7691,156.433,225.3963,0.7791
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2011.tif,2011,Doña_Ana,500,3,0.2111,0.5152777031941849,0.0313,2816.6759,2.4531,0.1829,1.142,0.0,254.2814,247.9026,0.0004
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2011.tif,2011,Doña_Ana,500,21,5.2706,12.865100248485412,3.6284,10667.4109,9.2905,30.7312,2.3158,33.8279,170.1633,425.7711,1.6197
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Doña_Ana_500m_2012.tif,2012,Doña_Ana,500,6,11.1276,27.1616208708727,3.7535,17469.3835,15.2145,30.7603,2.0928,39.7048,136.9092,138.6693,3.4229
